No,Event ID,Date time,Latitude,Longitude,Magnitude,Mag Type,Depth (km),Phase Coun,Azimuth Ga,Location,Agency,lat,long
93,bmg2024bfrj,2024/01/18 07:59:21.412,-1.083722115000000,120.292007400000003,2.632099632000000,MLv,13,9,117.481704699999995,"Sulawesi, Indonesia",BMKG,-1.084,120.292
94,bmg2024benk,2024/01/17 16:51:37.714,0.257948756200000,122.393707300000003,4.155575064000000,MLv,133,68,45.755504610000003,"Minahassa Peninsula, Sulawesi",BMKG,0.258,122.394
95,bmg2024bdwp,2024/01/17 08:22:01.775,1.074020267000000,121.280662500000005,2.694264538000000,M,10,10,147.548221600000005,"Minahassa Peninsula, Sulawesi",BMKG,1.074,121.281
96,bmg2024bdbl,2024/01/16 21:40:14.816,-0.143309176000000,123.290786699999998,2.986959929000000,MLv,127,38,114.402217899999997,"Minahassa Peninsula, Sulawesi",BMKG,-0.143,123.291
97,bmg2024bczm,2024/01/16 20:40:54.344,-0.099300168450000,123.126113899999993,3.315014483000000,MLv,133,53,63.108112339999998,"Minahassa Peninsula, Sulawesi",BMKG,-0.099,123.126
98,bmg2024bcnt,2024/01/16 14:45:04.885,-2.131727219000000,121.071449299999998,2.775319098000000,MLv,10,14,86.886058809999994,"Sulawesi, Indonesia",BMKG,-2.132,121.071
99,bmg2024bbvd,2024/01/16 05:20:36.377,-0.159878507300000,122.819191000000004,2.707138560000000,MLv,124,22,84.202178959999998,"Minahassa Peninsula, Sulawesi",BMKG,-0.160,122.819
100,bmg2024bbtc,2024/01/16 04:19:09.996,1.150483727000000,125.395729099999997,2.870985241000000,MLv,33,12,240.347040800000002,Northern Molucca Sea,BMKG,1.150,125.396
101,bmg2024bbpk,2024/01/16 02:26:50.739,-1.103678584000000,121.485054000000005,3.147828850000000,MLv,10,48,48.191955569999998,"Sulawesi, Indonesia",BMKG,-1.104,121.485
102,bmg2024bbct,2024/01/15 20:03:36.905,-1.253869295000000,120.768554699999996,2.927190590000000,MLv,5,57,38.546585080000000,"Sulawesi, Indonesia",BMKG,-1.254,120.769
103,bmg2024baxr,2024/01/15 17:30:17.531,-0.239365577700000,122.873847999999995,3.294526969000000,MLv,79,53,57.968845369999997,"Minahassa Peninsula, Sulawesi",BMKG,-0.239,122.874
104,bmg2024batt,2024/01/15 15:30:48.959,-1.158177972000000,120.581611600000002,3.356901518000000,MLv,10,58,41.887433049999999,"Sulawesi, Indonesia",BMKG,-1.158,120.582
105,bmg2024baql,2024/01/15 13:50:14.635,-1.573093295000000,120.470260600000003,2.373342166000000,M,10,19,63.918518069999998,"Sulawesi, Indonesia",BMKG,-1.573,120.470
106,bmg2024bahc,2024/01/15 09:07:09.555,-3.974388599000000,122.398864700000004,2.584899806000000,MLv,10,17,124.142593399999996,"Sulawesi, Indonesia",BMKG,-3.974,122.399
107,bmg2024azgr,2024/01/14 19:45:18.813,-0.315806120600000,124.580078099999994,3.226493511000000,MLv,31,22,140.195394999999991,Southern Molucca Sea,BMKG,-0.316,124.580
108,bmg2024azga,2024/01/14 19:26:56.390,0.347441464700000,121.763641399999997,2.564668881000000,MLv,194,36,65.500778199999999,"Minahassa Peninsula, Sulawesi",BMKG,0.347,121.764
109,bmg2024ayou,2024/01/14 10:43:47.624,0.501338005100000,119.414299000000000,2.991997666000000,M,10,30,143.802307100000007,"Minahassa Peninsula, Sulawesi",BMKG,0.501,119.414
110,bmg2024ayah,2024/01/14 03:24:08.447,-0.128600537800000,122.914344799999995,3.218116609000000,MLv,120,29,56.986328120000003,"Minahassa Peninsula, Sulawesi",BMKG,-0.129,122.914
111,bmg2024axpw,2024/01/13 22:07:43.776,1.220367789000000,124.558952300000001,4.201915352000001,MLv,237,55,120.407211300000000,"Minahassa Peninsula, Sulawesi",BMKG,1.220,124.559
112,bmg2024axnu,2024/01/13 21:05:07.894,-4.310992241000000,121.825676000000001,2.116934783000000,MLv,11,12,150.911651599999999,"Sulawesi, Indonesia",BMKG,-4.311,121.826
113,bmg2024axfl,2024/01/13 16:52:59.284,1.043350577000000,119.879097000000002,2.964503377000000,MLv,10,34,165.663909899999993,Celebes Sea,BMKG,1.043,119.879
114,bmg2024axdx,2024/01/13 16:05:41.820,-1.918740034000000,122.543708800000005,3.457082349000000,MLv,10,81,69.942764280000006,"Sulawesi, Indonesia",BMKG,-1.919,122.544
115,bmg2024axdk,2024/01/13 15:51:13.715,-1.918727994000000,122.534408600000006,3.029349251000000,MLv,10,38,130.865806600000013,"Sulawesi, Indonesia",BMKG,-1.919,122.534
116,bmg2024axbd,2024/01/13 14:41:38.939,-0.077387556430000,123.125160199999996,2.701140893000000,MLv,117,31,98.159114840000001,"Minahassa Peninsula, Sulawesi",BMKG,-0.077,123.125
117,bmg2024awer,2024/01/13 03:20:39.495,-2.758819818000000,120.820472699999996,2.602330770000000,MLv,10,11,174.769378700000004,"Sulawesi, Indonesia",BMKG,-2.759,120.820
118,bmg2024awcv,2024/01/13 02:24:58.663,-2.387804031000000,120.957885700000006,4.240234688000000,MLv,2,71,45.202331540000003,"Sulawesi, Indonesia",BMKG,-2.388,120.958
119,bmg2024avjg,2024/01/12 16:32:12.577,2.015787363000000,121.913398700000002,3.344768186000000,MLv,20,16,253.136085500000007,Celebes Sea,BMKG,2.016,121.913
120,bmg2024avjd,2024/01/12 16:28:03.161,2.054706812000000,122.027313199999995,3.574179305000000,MLv,11,22,211.943954499999990,Celebes Sea,BMKG,2.055,122.027
121,bmg2024avfp,2024/01/12 14:40:49.179,-2.914448977000000,119.417350799999994,2.371903070000000,MLv,5,13,81.762746809999996,"Sulawesi, Indonesia",BMKG,-2.914,119.417
122,bmg2024avfn,2024/01/12 14:38:35.181,0.183803990500000,123.563476600000001,2.753875794000000,MLv,91,10,145.605339100000009,"Minahassa Peninsula, Sulawesi",BMKG,0.184,123.563
123,bmg2024aund,2024/01/12 05:21:08.544,1.130655527000000,123.114265399999994,1.968628207000000,MLv,86,4,284.114089999999976,"Minahassa Peninsula, Sulawesi",BMKG,1.131,123.114
124,bmg2024atdm,2024/01/11 11:20:52.061,-1.342071176000000,120.372840900000000,3.007160747000000,MLv,10,59,45.691909789999997,"Sulawesi, Indonesia",BMKG,-1.342,120.373
125,bmg2024aswb,2024/01/11 07:35:43.982,-1.180798054000000,121.214050299999997,3.359004703000000,MLv,10,74,54.096115110000000,"Sulawesi, Indonesia",BMKG,-1.181,121.214
126,bmg2024asou,2024/01/11 03:54:54.635,0.402723789200000,122.451263400000002,2.167461419000000,MLv,19,14,100.361618000000007,"Minahassa Peninsula, Sulawesi",BMKG,0.403,122.451
127,bmg2024ascq,2024/01/10 21:47:06.303,-2.465253592000000,121.174819900000003,2.751340353000000,MLv,10,28,66.800102229999993,"Sulawesi, Indonesia",BMKG,-2.465,121.175
128,bmg2024asaq,2024/01/10 20:45:39.320,-0.764933407300000,122.234962499999995,2.647906694000000,M,10,16,83.697830199999999,"Minahassa Peninsula, Sulawesi",BMKG,-0.765,122.235
129,bmg2024arwq,2024/01/10 18:43:56.160,-4.433620930000000,120.126564000000002,1.748859387000000,MLv,21,12,141.919221899999997,"Sulawesi, Indonesia",BMKG,-4.434,120.127
130,bmg2024arpk,2024/01/10 15:05:50.660,0.490370959000000,122.191360500000002,2.734016838000000,MLv,99,31,85.738052370000005,"Minahassa Peninsula, Sulawesi",BMKG,0.490,122.191
131,bmg2024arpj,2024/01/10 15:04:23.334,-1.244795442000000,120.234153699999993,2.451000475000000,MLv,10,27,58.664077759999998,"Sulawesi, Indonesia",BMKG,-1.245,120.234
132,bmg2024aqbu,2024/01/09 19:05:00.716,0.904525399200000,123.860069300000006,3.715961273000000,MLv,282,33,126.462623600000001,"Minahassa Peninsula, Sulawesi",BMKG,0.905,123.860
133,bmg2024aqai,2024/01/09 18:19:59.146,-0.215878009800000,122.908874499999996,2.744944041000000,MLv,29,21,81.651149750000002,"Minahassa Peninsula, Sulawesi",BMKG,-0.216,122.909
134,bmg2024apyp,2024/01/09 17:27:31.585,-4.718080044000000,122.990615800000000,2.040799567000000,MLv,12,8,124.532508899999996,"Sulawesi, Indonesia",BMKG,-4.718,122.991
135,bmg2024apym,2024/01/09 17:24:09.367,0.329693675000000,121.528472899999997,2.642320124000000,MLv,158,35,58.367523190000000,"Minahassa Peninsula, Sulawesi",BMKG,0.330,121.528
136,bmg2024apyi,2024/01/09 17:19:33.183,-1.359459639000000,120.312950099999995,2.212116020000000,MLv,21,13,85.476638789999996,"Sulawesi, Indonesia",BMKG,-1.359,120.313
137,bmg2024apwl,2024/01/09 16:22:41.298,-4.143464088000000,122.636360199999999,2.391863054000000,MLv,10,15,84.337097170000007,"Sulawesi, Indonesia",BMKG,-4.143,122.636
138,bmg2024aowf,2024/01/09 03:07:39.759,-0.284148335500000,122.974388099999999,2.882350262000000,MLv,36,22,86.462768550000007,"Minahassa Peninsula, Sulawesi",BMKG,-0.284,122.974
139,bmg2024aosp,2024/01/09 01:18:07.340,-2.323285580000000,119.188835100000006,3.368854271000000,MLv,10,46,155.284468699999991,"Sulawesi, Indonesia",BMKG,-2.323,119.189
